"","OBS","ARIMA","ETS","FTS_SA"
"1",5,21.2920116444149,5.13,NA
"2",11,11.6903727846805,5.00001300234884,NA
"3",16,24.7273918440466,10.9993998928926,NA
"4",23,27.5404274823586,15.9994998496386,NA
"5",36,33.7470520813592,22.9992998235001,NA
"6",58,46.7985984074789,35.998699695086,NA
"7",29,68.1160202313092,57.9977994724505,NA
"8",20,13.9052125689036,29.0029003038789,NA
"9",10,20.9842247839485,20.0009004526946,NA
"10",8,13.3566464143564,10.0010002707413,NA
"11",3,17.3019167945508,8.00020013618111,NA
"12",0,11.8202050322814,3.00050011035713,NA
"13",0,11.0664202926793,0.00030010422400828,NA
"14",2,13.0679273856474,3.00158446986387e-08,NA
"15",11,15.7943473153467,1.99979996386704,NA
"16",27,26.7288989370147,10.999099817381,NA
"17",47,42.5357370957046,26.9983996208778,NA
"18",63,59.1252318968675,46.9979994785736,NA
"19",60,67.5932107146743,62.9983995108241,NA
"20",39,52.8288763242955,60.0002998941261,NA
"21",28,26.2029741554212,39.0021004094224,NA
"22",26,25.2182141928519,28.0011004088267,NA
"23",22,29.8306536040357,26.0002001461967,NA
"24",11,25.7121518066159,22.0004000922901,NA
"25",21,13.3855183172273,11.0011002387642,NA
"26",40,34.3564773066068,20.998999929364,NA
"27",78,53.5857763288562,39.9980995566833,NA
"28",122,92.7115434043445,77.9961991233381,NA
"29",103,127.340358680133,121.995598824853,NA
"30",73,72.0839319844573,103.001899903095,NA
"31",47,43.8638446277661,73.003000732064,NA
"32",35,28.4354564713566,47.0026007698949,NA
"33",11,29.4233316988845,35.0012004769397,NA
"34",5,4.71232091436556,11.0024005537009,NA
"35",16,12.5451178690126,5.00060034850662,NA
"36",34,31.5434416682948,15.9988998612979,NA
"37",70,48.7423616947052,33.9981995647426,NA
"38",81,85.8088778714836,69.9963991694767,NA
"39",111,76.7861023692124,80.9988994411041,NA
"40",101,110.343541973818,110.996999347885,NA
"41",73,76.6963713956411,101.00099988056,NA
"42",40,45.1981826897449,73.0028006059095,NA
"43",20,18.8929867174091,40.0033008763545,NA
"44",16,13.6453654430655,20.0020006915069,NA
"45",5,21.5359062034543,16.0004002723772,NA
"46",11,9.20927271406572,5.00110023878224,NA
"47",22,24.7273918440466,10.9994000016359,NA
"48",40,35.7196872714564,21.9988997412416,NA
"49",60,52.9186072978668,39.9981995647306,NA
"50",80.9,68.173764037051,59.9979994585644,NA
"51",83.4,83.3214716826211,80.897909422289,NA
"52",47.7,72.7856638470674,83.3997497457345,NA
"53",47.8,22.4511455244619,47.7035706199969,NA
"54",30.7,46.4054009272673,47.7999903553197,NA
"55",12.2,23.0277936252395,30.7017103079978,NA
"56",9.6,9.21699970543941,12.2018505053193,NA
"57",10.2,18.0152808701336,9.60026023206071,NA
"58",32.4,20.5678463296158,10.1999400151871,NA
"59",47.6,50.4308061306841,32.3977795928913,NA
"60",54,56.3404451084347,47.5984795032859,NA
"61",62.9,54.924019612434,53.9993597322878,NA
"62",85.9,62.7867065012638,62.8991097751566,NA
"63",61.2,88.2027313170001,85.8976994953979,NA
"64",45.1,39.1865574724586,61.2024702161871,NA
"65",36.4,33.7179521038168,45.1016105379607,NA
"66",20.9,32.5994468085538,36.4008703182743,NA
"67",11.4,17.2740629229919,20.9015503671012,NA
"68",37.8,14.6646882372555,11.4009503267105,NA
"69",69.8,56.9915371036849,37.7973596180552,NA
"70",106.1,83.000993560754,69.7967991577388,NA
"71",100.8,111.136106293136,106.09636902399,NA
"72",81.6,79.692857654519,100.800529732597,NA
"73",66.5,57.0552221936496,81.601920399888,NA
"74",34.8,49.280397119416,66.5015104649012,NA
"75",30.6,16.1408936016219,34.8031707238287,NA
"76",7,31.5646700316163,30.6004203930152,NA
"77",19.8,2.19502479132023,7.0023604684512,NA
"78",92.5,35.3893014727447,19.7987200048194,NA
"79",154.4,125.954902320649,92.4927285584353,NA
"80",125.9,161.834410591915,154.393808154317,NA
"81",84.8,81.6851635754585,125.902849895641,NA
"82",68.1,44.6715514033354,84.804111027635,NA
"83",38.5,49.3265921640094,68.1016707129123,NA
"84",22.8,20.1173000219826,38.5029607019137,NA
"85",10.2,18.4631068911285,22.801570579791,NA
"86",24.1,11.7612151205561,10.2012603847429,NA
"87",82.9,39.1161634224321,24.0986098749163,NA
"88",132,109.999259824839,82.8941187985652,NA
"89",130.9,137.703330076781,131.995088524636,NA
"90",118.1,103.445799693869,130.900109528638,NA
"91",89.9,86.7305980778815,118.101280242225,NA
"92",66.6,56.8278406657856,89.9028206375644,NA
"93",60,43.8792151586892,66.6023307030986,NA
"94",46.9,50.4270678127338,60.0006603523611,NA
"95",41,36.9723328777334,46.9013103027377,NA
"96",21.3,37.6693083910812,41.000590237655,NA
"97",16,14.7503693663806,21.3019704149736,NA
"98",6.4,20.6685864631681,16.0005302928374,NA
"99",4.1,11.1177666648552,6.40096022649146,NA
"100",6.8,14.387206443199,4.10023013759635,NA
"101",14.5,19.6023621195685,6.79972997423437,NA
"102",34,28.2977224652395,14.4992298338691,NA
"103",45,49.7431152411893,33.9980495706439,NA
"104",43.1,51.7286287502426,44.9988996061741,NA
"105",47.5,41.7996704761453,43.1001899242699,NA
"106",42.2,49.0654154803635,47.4995599394967,NA
"107",28.1,38.9048589303072,42.2005300517463,NA
"108",10.1,23.2195942901709,28.1014103077733,NA
"109",8.1,8.08889825982753,10.1018004662799,NA
"110",2.5,17.3715208879369,8.10020021621512,NA
"111",0,11.0718831467576,2.50056012120592,NA
"112",1.4,11.400004808174,0.000250101192188268,NA
"113",5,14.9764213364369,1.39985999971947,NA
"114",12.2,18.9499405665105,4.99963992095272,NA
"115",13.9,26.3632438018662,12.1992798338961,NA
"116",35.4,23.8770837189871,13.8998298972548,NA
"117",45.8,52.0519106105724,35.3978495945251,NA
"118",41.1,51.8851600787372,45.7989595970136,NA
"119",30.1,38.5395153216545,41.1004699808604,NA
"120",23.9,26.6799001539585,30.1011002457543,NA
"121",15.6,25.5668577127738,23.9006202220659,NA
"122",6.6,18.3886629966559,15.6008302119976,NA
"123",4,11.6572762702209,6.60090024564801,NA
"124",1.8,14.1174516405161,4.00026013701757,NA
"125",8.5,12.8530291984193,1.80022006576796,NA
"126",16.6,23.4543078310885,8.49932990095509,NA
"127",36.3,30.0262760387418,16.5991897866274,NA
"128",49.6,51.4774431952658,36.2980295630248,NA
"129",64.2,56.4649058172754,49.5986695626166,NA
"130",67,67.4944231919215,64.1985396031397,NA
"131",70.9,61.5707432410558,66.9997198033436,NA
"132",47.8,65.0191888171991,70.8996099015102,NA
"133",27.5,30.927079408314,47.8023103783534,NA
"134",8.5,18.6655217377207,27.5020305978596,NA
"135",13.2,6.30806373466173,8.50190054638808,NA
"136",56.9,25.391362158253,13.1995301051695,NA
